Date;Mkt-RF;SMB;HML;RF;Mkt_EW;Mkt_EW-rf;MOM;RMW;CMA;SMB5;LT_Rev;ST_Rev
199601;2,26;-2,63;0,22;0,43;2,87;2,44;0,57;0,13;2,27;-2,49;1,32;1,07
199602;1,33;1,81;-1,16;0,39;3,73;3,34;0,57;0,24;-1,8;1,76;-1,32;2,15
199603;0,73;1,52;0,31;0,39;2,86;2,47;-1,88;1,46;-0,97;1,63;-0,22;-0,06
199604;2,06;5,24;-4,08;0,46;6,11;5,65;-0,91;-0,14;-2,2;4,7;-0,76;0,72
199605;2,36;3,08;-0,8;0,42;6,96;6,54;1,55;0,15;-0,22;3,13;1,25;-1,05
199606;-1,14;-3,91;2,26;0,4;-3,21;-3,61;1,01;3,34;1,09;-3,57;-0,13;-0,23
199607;-5,97;-4,31;5,16;0,45;-8,83;-9,28;-0,11;2,95;2,59;-3,82;0,02;-2,5
199608;2,77;2,44;-0,78;0,41;4,52;4,11;-0,05;-0,41;-2,42;2,58;-1,54;2,65
199609;5,01;-0,95;-2,76;0,44;3,03;2,59;2,7;1,24;-2,18;-1,37;-2,13;0,55
199610;0,86;-4,45;4,92;0,42;-2,47;-2,89;3,91;1,52;2,97;-3,84;0,07;-1,13
199611;6,25;-4,07;1,46;0,41;2,42;2,01;-2,23;2,05;-0,73;-3,82;-2,43;0,16
199612;-1,7;3,08;1,33;0,46;-0,64;-1,1;0,61;0,41;1,52;3,16;-0,57;0,56
199701;4,98;-1,93;-1,43;0,45;6,6;6,15;1,95;1,23;-0,28;-1,85;-1,59;2,68
199702;-0,49;-3,29;5,7;0,39;-1,46;-1,85;-2,05;0,67;3,41;-2,66;0,85;1,26
199703;-5,02;-0,44;3,43;0,43;-5,16;-5,59;0,96;0,46;1,66;-0,5;2,07;0,91
199704;4,04;-5,74;0,09;0,43;-2,25;-2,68;4,92;3,36;-0,9;-5,72;-4,05;2,38
199705;6,74;5,16;-4,08;0,49;9,01;8,52;-5,16;-1,03;-2,91;4,74;-2,2;2,87
199706;4,1;1,19;1,62;0,37;4,26;3,89;2,62;0,61;0,55;1,17;0,17;0,8
199707;7,33;-2,7;0,2;0,43;5,13;4,7;3,81;0,09;-2,56;-2,76;-1,17;3,82
199708;-4,15;7,33;1,12;0,41;3,41;3;-2,55;-1,01;-0,02;7,65;3,16;-0,07
199709;5,35;2,56;0,29;0,44;8,69;8,25;1,45;-1,59;-0,93;2,5;-0,37;1,67
199710;-3,8;-0,8;2,33;0,42;-2,08;-2,5;-0,38;1,07;1,87;-0,54;0,39;-0,96
199711;2,98;-5,11;1,24;0,39;-2,1;-2,49;0,29;2,83;1,66;-5,09;1,01;-2,03
199712;1,32;-2,66;4,03;0,48;-3,03;-3,51;3,95;0,76;1,92;-2,14;0,09;-3,05
199801;0,15;-1,02;-1,65;0,43;1,39;0,96;0,11;0,87;-0,85;-1,3;-1,01;5
199802;7,04;0,26;-0,78;0,39;6,29;5,9;-1,15;-0,31;-2,41;0,14;-1,19;1,87
199803;4,76;-1,21;1,54;0,39;4,89;4,5;2,15;-0,3;-0,47;-0,67;2,29;1,83
199804;0,73;0,03;0,89;0,43;2,72;2,29;0,78;-1,63;-0,23;-0,05;-0,93;1,72
199805;-3,07;-3,4;3,43;0,4;-4,53;-4,93;1,88;1,05;2,54;-2,95;1,51;0,71
199806;3,18;-3,32;-1,8;0,41;-2,79;-3,2;7,26;-0,29;-2,93;-3,72;-0,71;-1,48
199807;-2,46;-4,94;-1,71;0,4;-5,7;-6,1;3,68;1,83;0,45;-5,25;0,41;-1,84
199808;-16,08;-5,68;3,56;0,43;-20,32;-20,75;1,88;3,45;5,84;-5,17;4,5;-2,66
199809;6,15;0,06;-3,42;0,46;3,84;3,38;-0,71;-1,69;-2,91;-0,8;0,2;2,79
199810;7,13;-3,11;-2,21;0,32;3,68;3,36;-5,36;0,77;0,29;-3,43;-4,19;9,86
199811;6,1;1,21;-3,16;0,31;8,18;7,87;1,16;-1,08;-1,15;0,71;-0,35;1,21
199812;6,16;-0,54;-4,2;0,38;2,43;2,05;8,99;-0,66;-3,33;-1,57;-0,99;-1,67
199901;3,5;0,81;-4,66;0,35;7,12;6,77;3,04;-2,66;-6,86;-0,62;1,1;-2,3
199902;-4,08;-6,08;1,91;0,35;-4,87;-5,22;-0,16;-1,24;4,09;-5,22;0,32;2,34
199903;3,45;-3,76;-2,77;0,43;-1,24;-1,67;-1,29;-3,9;-1,4;-4,18;-0,84;0,24
199904;4,33;3,98;2,34;0,37;8,59;8,22;-9,06;-2,26;0,92;4,67;5,12;2,44
199905;-2,46;3,33;2,36;0,34;3,66;3,32;-5,28;0,76;3,36;3,64;3,43;1,11
199906;4,77;3,15;-3,4;0,4;3,81;3,41;4,88;1,11;-3,38;2,27;0,44;1,53
199907;-3,49;2,55;-0,48;0,38;0,84;0,46;1,51;0,45;3,11;2,49;1,87;1,39
199908;-1,38;-1;-1,72;0,39;-3,48;-3,87;2,92;-0,2;0,31;-1,83;-1,6;-3,23
199909;-2,79;3,36;-3,42;0,39;-1,78;-2,17;6,46;-0,77;-1,07;2,57;0,15;-0,84
199910;6,12;-6,75;-3,16;0,39;-0,18;-0,57;5,47;-1,88;-1,25;-7,05;-2,69;-1,02
199911;3,37;7,17;-6,07;0,36;9,41;9,05;5,62;-4,01;-1,58;5,81;5,21;0,17
199912;7,72;7,07;-8,4;0,44;8,42;7,98;13,19;-7,53;-5,29;5,42;5,55;-13,96
200001;-4,74;5,7;-1,75;0,41;5,53;5,12;1,86;-6,07;4,73;4,38;1,78;2,59
200002;2,45;21,19;-8,94;0,43;13,08;12,65;18,36;-18,48;-0,51;18,08;7,59;-13,38
200003;5,2;-16,82;7,66;0,47;0,85;0,38;-6,39;11,53;-1,05;-14,89;-5,21;9,88
200004;-6,4;-6,93;7,41;0,46;-8,35;-8,81;-8,57;7,66;5,27;-5,25;0,45;-1,97
200005;-4,42;-6,33;5,01;0,5;-5,62;-6,12;-9,08;4,36;0,74;-4,11;-1,75;-8,7
200006;4,64;12,8;-8,22;0,4;7,17;6,77;16,59;-8,05;-3,07;9,89;2,39;12,24
200007;-2,51;-3,16;8,4;0,48;-2,29;-2,77;-0,11;6,28;2,99;-1,03;-3,27;6,5
200008;7,03;-0,65;-1,47;0,5;6,35;5,85;5,7;-3,17;0,61;-0,94;0,99;0,47
200009;-5,45;-1,89;7,28;0,51;-4,38;-4,89;2,2;2,77;6,43;0,02;-2,58;2,5
200010;-2,76;-3,87;5,71;0,56;-6,78;-7,34;-4,63;9,44;4,67;-2,86;-1,04;-4,77
200011;-10,72;-3,5;12,53;0,51;-12,72;-13,23;-2,4;13,38;8,51;-0,69;0,31;-14,6
200012;1,19;0,73;7,67;0,5;-1,34;-1,84;6,7;2,35;5,68;3,16;2,82;-6,6
200101;3,13;6,76;-5,33;0,54;25,29;24,75;-25,05;-5,31;-6,55;5,78;-2,68;16,21
200102;-10,05;-0,82;12,58;0,38;-7,72;-8,1;12,51;9,09;9,56;2,63;11;12,21
200103;-7,26;0,17;6,52;0,42;-7,15;-7,57;8,35;3,27;3,94;2,27;3,81;-7,65
200104;7,94;0,61;-4,8;0,39;7,77;7,38;-7,97;-3,42;-3,95;-0,66;-3,85;9,87
200105;0,72;2,53;3,34;0,32;6,72;6,4;2,12;0,17;2,18;3,56;3,86;3,63
200106;-1,94;6,25;-1,16;0,28;1,49;1,21;0,34;1,32;-1,79;6,63;1,93;0,5
200107;-2,13;-4,23;5,35;0,3;-3,07;-3,37;5,47;7,42;3,01;-2,83;2,76;1,28
200108;-6,46;2,48;2,33;0,31;-3,96;-4,27;5,54;3,94;6,5;2,73;5,87;-3,92
200109;-9,25;-6,25;1,57;0,28;-13,31;-13,59;11,54;4,89;3,28;-5,74;-0,12;-4,92
200110;2,46;7,57;-7,66;0,22;8,24;8,02;-8,41;-2,98;-4,64;5,37;-1,56;14,79
200111;7,54;-0,48;2,16;0,17;8,3;8,13;-8,58;-3,88;-1,66;-0,35;0,29;-3,14
200112;1,61;4,79;0,9;0,15;6,44;6,29;-0,02;0,24;-0,29;5,21;1,18;1,72
200201;-1,44;1,18;3,38;0,14;1,89;1,75;3,68;4,66;2,84;1,23;3,55;1,55
200202;-2,29;-1,07;2,21;0,13;-4;-4,13;6,77;8,04;5,12;-0,38;4,07;-0,08
200203;4,24;4,14;1,08;0,13;8,22;8,09;-1,67;-1,75;0,61;4,2;2,09;2,83
200204;-5,2;5,84;3,96;0,15;-0,21;-0,36;7,95;4,46;5,41;6,65;6,14;2,06
200205;-1,38;-3,26;1,57;0,14;-2,49;-2,63;2,97;2,16;2,42;-3,08;2,32;-2,68
200206;-7,21;4,2;0,04;0,13;-7,15;-7,28;6,15;3,79;2,51;3,8;2,22;-3,36
200207;-8,18;-5,22;-3,71;0,15;-12,09;-12,24;3,34;3,72;-0,72;-6,26;-3,06;1,5
200208;0,5;-2,94;3,23;0,14;0,29;0,15;1,76;1,25;-1,62;-1,42;-0,63;1,37
200209;-10,35;2,39;1,49;0,14;-8,87;-9,01;9,09;3,19;-2,28;3,03;-0,56;-1,85
200210;7,84;-3,44;-4,07;0,14;4,75;4,61;-5,31;-3,35;0,91;-4,32;-0,36;7,52
200211;5,96;3,23;-1,51;0,12;12,97;12,85;-16,19;-8,93;5,1;3,02;4,08;0,22
200212;-5,76;-0,01;2,28;0,11;-5,16;-5,27;9,64;6,18;-1,6;0,51;2,21;10,59
200301;-2,57;1,28;-0,86;0,1;0,23;0,13;1,6;-0,94;0,79;0,72;0,41;0,22
200302;-1,88;-0,46;-1,33;0,09;-2,68;-2,77;1,25;0,87;-0,55;-0,95;-1,87;-0,78
200303;1,09;0,93;-2,15;0,1;1,24;1,14;1,6;1,89;-0,71;0,59;-2,61;-0,21
200304;8,22;0,64;0,89;0,1;10,17;10,07;-9,49;-4,59;1,11;1,05;-0,95;3,11
200305;6,05;4,49;0,11;0,09;14,33;14,24;-10,85;-7,07;3,14;4,67;3,54;-1,38
200306;1,42;1,75;0,39;0,1;5,17;5,07;-1,09;0,48;-0,36;1,68;1,45;-0,03
200307;2,35;5,23;-1,08;0,07;7,27;7,2;-0,31;-4,22;1,87;4,71;0,33;2,48
200308;2,34;2,7;1,61;0,07;5,15;5,08;-0,55;-2,29;2,2;2,58;-0,31;-1,46
200309;-1,24;0,71;0,05;0,08;2,3;2,22;-0,19;1,07;0,31;0,46;1,16;4,51
200310;6,08;2,64;1,92;0,07;8,52;8,45;3,73;-1,37;1,55;2,66;1,99;2,11
200311;1,35;1,99;1,8;0,07;3,86;3,79;1,63;0,14;1,67;2,22;1,89;-1,49
200312;4,29;-2,76;1,58;0,08;3,51;3,43;-5,69;0,49;0,97;-2,58;2,12;1,71
200401;2,15;2,53;2,45;0,07;7,15;7,08;2,59;-3,67;3,4;2,44;1,93;2,29
200402;1,4;-1,56;0,86;0,06;1,08;1,02;-1,07;2,16;-1,34;-0,96;-2,95;1,43
200403;-1,32;1,75;0,24;0,09;0,26;0,17;0,22;1,7;-1,04;2,13;-1,69;-2,13
200404;-1,83;-1,73;-3,07;0,08;-3,14;-3,22;-5,37;3,48;-2,8;-2,05;-2,29;-0,2
200405;1,17;-0,24;-0,29;0,06;0,05;-0,01;1,59;-1,19;-0,08;-0,43;0,97;2,26
200406;1,86;2,28;1,23;0,08;2,66;2,58;2,09;1,18;-0,41;2,57;1,73;0,28
200407;-4,06;-3,85;3,28;0,1;-6,61;-6,71;-2,28;5,07;-1,62;-3,05;-2,45;-1,37
200408;0,08;-1,56;0,96;0,11;-1,37;-1,48;-1,58;1,14;-1,45;-1,26;-2,85;-2,4
200409;1,6;3,01;-0,07;0,11;4,08;3,97;5,25;-1,32;-1,89;3,28;-1,28;3,04
200410;1,43;0,13;-0,29;0,11;1,88;1,77;-1,52;-0,3;0,4;0,2;0,97;0,16
200411;4,54;3,72;1,43;0,15;8,74;8,59;3,23;-0,66;-0,23;4,08;-1,15;1,48
200412;3,43;-0,07;-0,18;0,16;6,02;5,86;-2,83;-1,17;0,51;-0,06;0,86;0,91
200501;-2,76;-1,72;2,01;0,16;-3,51;-3,67;3,19;2,73;-1,38;-1,21;-2,9;1,5
200502;1,89;-0,55;1,63;0,16;1,08;0,92;3,18;1,47;-0,04;-0,3;-1,48;-2,34
200503;-1,97;-1,35;2,14;0,21;-2,95;-3,16;0,55;0,56;1,12;-1,35;-0,72;0,12
200504;-2,61;-3,97;0,05;0,21;-5,74;-5,95;-0,85;0,82;-0,9;-4,02;-1,5;-1,86
200505;3,65;2,8;-0,66;0,24;4,99;4,75;0,43;-1,09;0,28;2,72;0,46;3,17
200506;0,57;2,55;2,82;0,23;3,34;3,11;2,06;1,1;-0,52;3,26;-1,52;0,03
200507;3,92;2,87;-0,83;0,24;6,56;6,32;-0,03;-1,21;-0,98;2,79;0,93;-0,13
200508;-1,22;-0,98;1,38;0,3;-1,11;-1,41;2,27;-2,1;0,44;-0,88;0,33;-1,44
200509;0,49;-0,66;0,74;0,29;0,61;0,32;3,45;0,34;-0,57;-0,34;-0,07;-3,74
200510;-2,02;-1,19;0,45;0,27;-3,2;-3,47;-1,3;-0,86;-1,25;-1,41;-1;1,56
200511;3,61;0,97;-1,16;0,31;3,65;3,34;0,27;-0,77;-1,18;0,81;0,25;0,08
200512;-0,25;-0,46;0,24;0,32;0,85;0,53;0,76;0,17;0,22;-0,25;-0,85;1,95
200601;3,04;5,4;0,99;0,35;7,95;7,6;2,68;-0,6;-0,54;5,8;1,15;-1,1
200602;-0,3;-0,37;-0,26;0,34;0,52;0,18;-1,84;-0,58;2,03;-0,44;1,25;3,35
200603;1,46;3,49;0,68;0,37;4,18;3,81;1,26;-0,03;-0,52;3,42;0,49;0,03
200604;0,73;-1,41;2,37;0,36;0,67;0,31;0,61;1,8;-0,2;-0,8;-0,46;-0,35
200605;-3,57;-3,09;2,45;0,43;-4,83;-5,26;-3,65;1,07;1,31;-3;-0,17;-0,03
200606;-0,35;-0,36;0,92;0,4;-0,85;-1,25;1,47;1,36;-0,11;-0,23;-1,09;-0,62
200607;-0,78;-3,99;2,67;0,4;-3,47;-3,87;-2,22;1,67;0,93;-3,63;1,37;0,23
200608;2,03;1,02;-1,98;0,42;2,1;1,68;-3,46;-1,79;2,15;0,47;2,92;1,75
200609;1,84;-1,29;-0,04;0,41;0,97;0,56;-0,95;0,91;0,53;-1,4;1,74;0,73
200610;3,23;1,72;-0,3;0,41;4,96;4,55;-0,24;-0,09;0,26;1,94;-0,47;-0,23
200611;1,71;0,78;0,07;0,42;2,68;2,26;-1,01;0,19;-0,88;0,8;-1,93;-0,94
200612;0,87;-1,14;2,72;0,4;1,33;0,93;0,84;-0,61;2,05;-0,8;1,92;2,4
200701;1,4;0,16;-0,69;0,44;2,38;1,94;0,18;0,54;0,24;0,12;-0,63;1,04
200702;-1,96;1,29;-0,17;0,38;0,19;-0,19;-1,36;-0,45;-0,74;1,39;-0,66;0,23
200703;0,68;0,08;-0,83;0,43;0,38;-0,05;2,5;0,55;-0,59;0,15;-1,23;-2,03
200704;3,49;-2,18;-1,38;0,44;2,42;1,98;-0,15;1,05;1,01;-2,06;0,31;-0,31
200705;3,24;0,27;-0,63;0,41;2,42;2,01;-0,27;1,57;-1,29;0,41;-2,47;-1,15
200706;-1,96;0,78;-1,1;0,4;-0,7;-1,1;0,39;0,57;0,07;0,75;-0,27;-0,84
200707;-3,73;-2,45;-3,55;0,4;-5,09;-5,49;2,81;0,19;-1,04;-2,9;-2,03;-3,37
200708;0,92;-0,17;-1,91;0,42;-1,11;-1,53;0,1;-1,33;-0,56;-0,4;-0,25;-2,61
200709;3,22;-2,22;-2,21;0,32;1,6;1,28;4,57;-0,54;-3,17;-2,39;-2,76;0,31
200710;1,8;0,25;-2,91;0,32;1,01;0,69;4,88;-0,25;-0,1;-0,01;-1,48;-3,83
200711;-4,83;-2,8;-1;0,34;-8,34;-8,68;0,9;1,72;-0,34;-2,93;0,46;-1,73
200712;-0,87;0,14;-0,59;0,27;-1,47;-1,74;6,54;0,83;-1,09;0,15;-2,22;-2,05
200801;-6,36;-0,89;3,67;0,21;-5,13;-5,34;-7,88;2,28;2,2;-0,48;1,73;6,96
200802;-3,09;-0,27;-0,88;0,13;-2,81;-2,94;6,11;1,06;-1,06;-0,51;-2,1;5,04
200803;-0,93;0,79;0,14;0,17;-2,6;-2,77;4,1;0,95;0,47;0,66;2,94;-0,23
200804;4,6;-1,59;-0,96;0,18;2,34;2,16;-0,33;1,99;-2,54;-1,07;-4,54;3,12
200805;1,86;3,05;-1,45;0,18;3,41;3,23;3,21;1,04;0,04;3,14;-4,44;-2,29
200806;-8,44;1,22;-2,77;0,17;-9,45;-9,62;12,54;4,94;-0,42;1,19;-3,12;-7,17
200807;-0,77;2,47;5,27;0,15;0,8;0,65;-5,13;-1,2;1,06;3,63;7,5;8,17
200808;1,53;3,54;1,45;0,13;2,3;2,17;-4,03;1,88;0,81;3,4;1,1;-0,73
200809;-9,24;-1,18;6,07;0,15;-11,11;-11,26;0,36;2,31;1,78;0,28;5,85;-3,69
200810;-17,23;-2,52;-2,37;0,08;-21,33;-21,41;7,79;2,94;1,92;-3,31;2,66;-9,63
200811;-7,86;-2,82;-6,31;0,03;-14,05;-14,08;7,17;4,5;2,72;-3,88;-2,57;-10,25
200812;1,74;3,51;0,14;0;2,96;2,96;-5,07;0,06;-1,41;3,36;0,27;5,2
200901;-8,12;0,33;-11,12;0;-4,06;-4,06;-1,82;0,44;-1,16;-1,9;-7,15;0,54
200902;-10,1;0,23;-7,03;0,01;-11,62;-11,63;4,03;1,32;-1,11;-1,2;1,06;-6,8
200903;8,95;0;3,4;0,02;12,44;12,42;-11,61;-2,45;-2,22;0,68;4,01;3,28
200904;10,18;5,14;5,21;0,01;21,53;21,52;-34,39;1,38;0,14;6,94;-0,38;-6,85
200905;5,21;-2,63;0,49;0;9,69;9,69;-12,47;-1,2;-2,16;-2,46;-1,7;-2,86
200906;0,43;2,63;-2,62;0,01;3,49;3,48;5,3;-1,38;-0,18;2,28;1,34;5,01
200907;7,72;1,9;4,87;0,01;8,75;8,74;-5,37;-0,41;3,21;2,4;4,92;4,39
200908;3,33;-1,1;7,5;0,01;6,56;6,55;-8,82;-2,81;3,23;-0,1;5,45;-2,11
200909;4,08;2,41;0,89;0,01;7,1;7,09;-4,95;1,57;0,38;2,72;-1,71;1,24
200910;-2,59;-4,18;-4,03;0;-6,42;-6,42;2,66;3,98;-1,68;-4,79;-4,71;2,19
200911;5,56;-2,48;-0,25;0;1,88;1,88;0,33;0,99;0,16;-2,76;1,46;0,28
200912;2,75;6,13;-0,11;0,01;6,57;6,56;2,91;0,82;-0,08;6,27;0,71;1,62
201001;-3,36;0,37;0,33;0;-0,62;-0,62;-5,36;-1,18;0,43;0,34;1,63;3,63
201002;3,4;1,19;3,19;0;3,84;3,84;3,63;-0,4;1,43;1,48;2,62;1,81
201003;6,31;1,44;2,11;0,01;7,97;7,96;3,71;-0,67;1,69;1,8;4,28;0,8
201004;2;4,86;2,91;0,01;7,73;7,72;3,21;0,88;1,69;4,99;4,78;-1,77
201005;-7,89;0,14;-2,39;0,01;-8,15;-8,16;-0,17;1,24;-0,19;0,09;-2,93;0,59
201006;-5,57;-1,84;-4,52;0,01;-7,77;-7,78;-2,99;-0,31;-1,5;-2,46;-5,29;-4,85
201007;6,93;0,18;-0,36;0,01;5,68;5,67;1,9;0,29;2,03;0,09;0,63;4,03
201008;-4,77;-3,02;-1,9;0,01;-6,83;-6,84;-0,18;0,49;-1,67;-3,15;-3,83;1,02
201009;9,54;3,93;-3,23;0,01;10,9;10,89;1,35;-0,32;0,49;3,72;1,9;3,2
201010;3,88;1,07;-2,46;0,01;4,23;4,22;1,66;1,16;-0,16;0,71;-2,26;-1,31
201011;0,6;3,78;-0,95;0,01;2,26;2,25;2,54;0,34;1,6;3,67;-0,83;-0,95
201012;6,82;0,68;3,64;0,01;8,51;8,5;-3,18;-3,42;3,18;0,99;4,82;2,37
201101;1,99;-2,52;0,82;0,01;1,91;1,9;-0,29;-0,64;0,75;-2,43;1,01;-0,02
201102;3,49;1,53;1,29;0,01;4,19;4,18;2,08;-1,96;0,95;1,63;1,36;-1,18
201103;0,46;2,58;-1,76;0,01;1,15;1,14;3,52;1,58;-0,01;2,66;-1,84;-0,77
201104;2,9;-0,37;-2,43;0;1,48;1,48;0,06;0,88;-0,79;-0,56;-2,15;-1,02
201105;-1,27;-0,58;-2,05;0;-2,08;-2,08;-0,57;2,08;-1,59;-0,6;-2,57;-1,24
201106;-1,75;-0,11;-0,42;0;-2,54;-2,54;1,77;2,38;-1,48;0,15;-1,92;-1,02
201107;-2,35;-1,37;-0,88;0;-2,5;-2,5;-0,01;2,64;-1,68;-1,31;-2,39;-1,1
201108;-5,99;-3,03;-2,56;0,01;-9,43;-9,44;-0,34;3,41;-0,2;-3,16;-6,37;-1,32
201109;-7,59;-3,35;-1,71;0;-10,85;-10,85;-2,52;2,12;0,27;-3,68;-5,05;-9,66
201110;11,35;3,32;0,13;0;12,19;12,19;-1,44;-2,41;-0,85;3,47;3,31;12,31
201111;-0,28;-0,14;-0,48;0;-1,8;-1,8;4,01;1,83;1,49;-0,25;-3,48;1,21
201112;0,74;-0,66;1,68;0;-0,05;-0,05;1,98;1,01;2,36;-0,39;1,86;-1,4
201201;5,05;2,1;-0,9;0;9,12;9,12;-7,94;-2,05;-1,41;2,11;1,49;6,62
201202;4,42;-1,84;0,46;0;4,02;4,02;-0,28;-0,38;-0,06;-1,69;1,65;-0,37
201203;3,11;-0,68;1,21;0;3,17;3,17;1,51;-0,57;0,81;-0,5;2,64;-0,73
201204;-0,85;-0,39;-0,77;0;-1,37;-1,37;3,83;1,26;0,67;-0,52;-1,79;-0,58
201205;-6,19;0,16;-1,04;0,01;-7,05;-7,06;6,63;2,5;2,41;0;-1,81;-3,52
201206;3,89;0,78;0,58;0;3,76;3,76;-0,76;-1,26;0,32;0,94;1,64;-0,67
201207;0,79;-2,62;-0,05;0;-1,06;-1,06;3,1;0,93;0,1;-2,69;-2;1,39
201208;2,55;0,47;1,12;0,01;2,67;2,66;-2,47;-1,42;-0,72;0,44;1,91;3,06
201209;2,73;0,49;1,56;0,01;3,82;3,81;-1,06;-1,32;1,6;0,65;1,81;-0,19
201210;-1,76;-1,09;3,61;0,01;-1,98;-1,99;0,08;-1,5;2,27;-0,8;0,95;0,35
201211;0,78;0,53;-0,83;0,01;0,32;0,31;0,4;0,39;0,92;0,31;-0,74;0,86
201212;1,18;1,45;3,53;0,01;2,48;2,47;-2,95;-1,79;0,89;1,88;3,62;0,13
201301;5,57;0,36;0,98;0;7,34;7,34;-1,9;-1,72;1,46;0,55;3,42;-1,4
201302;1,29;-0,42;0,13;0;1,07;1,07;1,31;-0,65;0,47;-0,36;-0,15;-1,1
201303;4,03;0,75;-0,23;0;4,38;4,38;1,96;0,55;1,32;0,85;1,43;-1,94
201304;1,55;-2,4;0,53;0;-0,07;-0,07;0,27;0,13;0,48;-2,28;-0,21;-1,2
201305;2,8;1,66;2,61;0;4,8;4,8;-1,74;-2,01;-0,74;2;2,99;1,73
201306;-1,2;1,16;-0,09;0;-0,13;-0,13;0,58;-0,35;-0,02;1,35;-0,81;0,51
201307;5,65;1,86;0,56;0;7,48;7,48;1,78;-1,33;0,55;1,81;1,54;1,97
201308;-2,71;0,29;-2,66;0;-2,06;-2,06;0,02;0,59;-2,18;-0,03;-1,29;-0,64
201309;3,77;2,89;-1,15;0;5,81;5,81;2,96;-0,6;-1,26;2,65;-0,06;-0,47
201310;4,18;-1,53;1,21;0;2,53;2,53;0,17;2,78;0,84;-1,49;0,22;-0,15
201311;3,13;1,19;0,29;0;4,24;4,24;0,44;0,13;0,07;1,33;0,34;0,71
201312;2,81;-0,59;-0,05;0;2,86;2,86;0,07;-0,47;0,09;-0,58;-1,02;1,25
201401;-3,32;0,87;-2,02;0;0;0;1,74;-3,93;-1,36;0,58;1,03;0,25
201402;4,65;0,31;-0,36;0;4,61;4,61;2,05;-0,24;-0,41;0,11;-1,47;-0,3
201403;0,43;-1,85;4,9;0;0,03;0,03;-3,38;2,17;1,83;-1,12;2,89;2,64
201404;-0,19;-4,21;1,12;0;-3,76;-3,76;-3,77;3,53;1,02;-4,13;0,2;-1,94
201405;2,06;-1,9;-0,12;0;0,14;0,14;1,21;0,03;-1,05;-1,91;-0,62;0,51
201406;2,61;3,08;-0,67;0;4,49;4,49;0,74;-1,91;-1,95;3,09;0,42;-0,7
201407;-2,04;-4,27;0,02;0;-4,87;-4,87;-0,24;0,92;0,47;-4,27;0,34;2,77
201408;4,24;0,36;-0,42;0;4,08;4,08;0,79;-0,61;-0,7;0,29;-1,35;1,52
201409;-1,97;-3,73;-1,38;0;-4,82;-4,82;0,44;1,24;-0,53;-3,74;-1,16;-0,18
201410;2,52;4,28;-1,8;0;2,78;2,78;-0,04;-0,48;-0,19;3,8;-3,42;-2,74
201411;2,55;-2,04;-3,07;0;-0,17;-0,17;1,06;1,49;0,2;-2,27;-1,68;-3,47
201412;-0,06;2,48;2,23;0;1,9;1,9;1,09;-1,16;0,88;2,85;0,42;-1,06
201501;-3,11;-0,51;-3,56;0;-3,25;-3,25;3,81;1,68;-1,65;-0,86;-3,46;-0,42
201502;6,14;0,52;-1,81;0;6,56;6,56;-2,83;-1,16;-1,78;0,23;-1,92;3,5
201503;-1,12;3,02;-0,41;0;0,02;0,02;3;0,1;-0,51;3,04;-2,49;-0,04
201504;0,59;-3,04;1,88;0;0,2;0,2;-7,32;-0,04;-0,45;-3,06;1,37;4,07
201505;1,36;0,89;-1,1;0;0,89;0,89;6,03;-1,82;-0,74;0,8;-0,9;2,64
201506;-1,53;2,85;-0,74;0;-0,24;-0,24;3,07;0,42;-1,5;2,86;-0,92;-3,5
201507;1,54;-4,09;-4,21;0;-3,03;-3,03;10,29;0,1;-2,5;-4,51;-1,53;-5,12
201508;-6,04;0,44;2,73;0;-4,65;-4,65;-2,09;0,69;1,24;0,38;1,26;1,63
201509;-3,07;-2,61;0,39;0;-5,82;-5,82;5,35;1,86;-0,45;-2,77;-0,01;-3,32
201510;7,75;-1,98;-0,25;0;5,16;5,16;-4,03;0,87;0,41;-2,18;-0,95;0,89
201511;0,56;3,68;-0,49;0;2,52;2,52;2,21;-2,64;-1,08;3,37;-0,19;0
201512;-2,17;-2,86;-2,45;0,01;-4,76;-4,77;3,41;0,45;0,04;-3,01;-2,74;1,04
201601;-5,77;-3,36;2,01;0,01;-9,49;-9,5;1,34;2,81;3,05;-3,41;-1,1;-2,82
201602;-0,08;0,83;-0,6;0,02;0,27;0,25;-4,06;3,33;2,12;0,98;0,22;-0,74
201603;6,96;0,82;1,11;0,02;8,23;8,21;-5,13;0,77;-0,08;1,07;4,34;1,47
201604;0,92;0,69;3,28;0,01;3,76;3,75;-6,26;-2,89;2,01;1,18;5,16;0,06
201605;1,78;-0,27;-1,6;0,01;0,52;0,51;2,14;-1,19;-2,52;-0,72;-2,23;0,15
201606;-0,05;0,64;-1,4;0,02;-0,35;-0,37;4,11;1,41;1,98;0,5;1,47;1,48
201607;3,95;2,6;-1,23;0,02;5,7;5,68;-3,08;1,14;-1,24;2,6;-0,38;4,47
201608;0,5;1,13;3,31;0,02;2,24;2,22;-3,17;-1,81;-0,35;1,66;0,57;-0,34
201609;0,25;2,04;-1,21;0,02;2,2;2,18;-0,53;-2,13;-0,06;1,79;1,78;0,07
201610;-2,02;-4,43;4,07;0,02;-5,44;-5,46;0,69;0,91;0,21;-4,08;-1,07;2,71
201611;4,86;5,47;8,22;0,01;9,15;9,14;-4,07;-0,07;3,78;6,8;2,39;0,06
